frequency	angle1	angle2	angle3
2.727273e+00	2.568230e-03	8.347226e-04	1.459925e-03
2.740260e+00	2.989378e-03	1.865704e-03	1.136902e-03
2.753247e+00	3.011198e-03	1.018231e-03	1.512288e-03
2.766234e+00	2.984638e-03	8.259824e-04	1.343229e-03
2.779221e+00	2.802314e-03	8.871262e-04	1.295409e-03
2.792208e+00	3.226187e-03	1.350213e-03	1.335457e-03
2.805195e+00	2.687871e-03	1.866288e-03	1.963640e-03
2.818182e+00	2.249765e-03	9.737564e-04	9.504497e-04
2.831169e+00	2.063747e-03	8.670756e-04	1.308748e-03
2.844156e+00	2.981315e-03	9.975917e-04	1.294822e-03
2.857143e+00	3.077761e-03	8.900622e-04	1.476947e-03
2.870130e+00	2.644923e-03	3.887452e-04	1.253891e-03
2.883117e+00	2.474279e-03	5.748020e-04	1.057118e-03
2.896104e+00	2.529045e-03	1.007493e-03	1.645800e-03
2.909091e+00	1.625644e-03	1.296448e-03	7.128969e-04
2.922078e+00	3.330608e-03	4.614198e-04	1.174308e-03
2.935065e+00	3.714856e-03	2.429628e-04	1.685578e-03
2.948052e+00	2.838038e-03	1.265869e-03	1.778838e-03
2.961039e+00	1.837490e-03	7.977263e-04	1.401940e-03
2.974026e+00	2.756026e-03	1.065317e-03	1.234986e-03
2.987013e+00	2.490253e-03	9.044938e-04	1.083775e-03
3.000000e+00	2.416453e-03	9.599565e-04	1.513240e-03
3.012987e+00	2.502606e-03	8.876799e-04	8.454287e-04
3.025974e+00	2.831184e-03	9.829599e-04	1.456279e-03
3.038961e+00	3.010882e-03	1.331769e-03	1.789272e-03
3.051948e+00	2.926682e-03	8.571976e-04	1.333713e-03
3.064935e+00	2.546938e-03	7.977872e-04	1.099471e-03
3.077922e+00	2.491796e-03	7.940396e-04	1.079391e-03
3.090909e+00	2.628458e-03	5.444279e-04	1.099907e-03
3.103896e+00	2.897632e-03	1.108419e-03	1.295282e-03
3.116883e+00	2.457823e-03	1.245615e-03	1.254772e-03
3.129870e+00	2.030449e-03	1.749282e-03	1.179341e-03
3.142857e+00	2.999713e-03	1.329391e-03	8.690971e-04
3.155844e+00	2.621973e-03	1.645404e-03	9.424326e-04
3.168831e+00	2.250786e-03	8.612978e-04	1.568110e-03
3.181818e+00	2.372850e-03	1.511588e-03	7.714022e-04
3.194805e+00	2.354209e-03	1.724807e-03	1.122430e-03
3.207792e+00	2.488874e-03	2.356238e-03	1.544607e-03
3.220779e+00	2.343818e-03	1.951931e-03	1.008464e-03
3.233766e+00	2.050274e-03	3.071039e-03	1.063208e-03
3.246753e+00	2.535048e-03	4.088882e-03	5.303345e-04
3.259740e+00	3.118111e-03	5.497392e-03	9.367716e-04
3.272727e+00	1.780152e-03	2.614915e-03	1.227722e-03
3.285714e+00	2.631753e-03	2.766924e-03	1.055369e-03
3.298701e+00	2.867531e-03	1.871440e-03	7.234000e-04
3.311688e+00	2.219804e-03	7.352997e-04	1.392458e-03
3.324675e+00	2.263275e-03	6.892386e-04	7.620537e-04
3.337662e+00	2.891788e-03	4.818159e-04	1.208776e-03
3.350649e+00	2.385073e-03	3.724940e-04	9.352559e-04
3.363636e+00	2.224852e-03	2.024215e-04	7.573235e-04
3.376623e+00	2.578968e-03	2.194339e-04	1.242755e-03
3.389610e+00	2.458474e-03	3.202710e-04	1.201520e-03
3.402597e+00	2.171311e-03	3.408561e-04	8.590204e-04
3.415584e+00	2.013102e-03	2.541272e-04	9.161789e-04
3.428571e+00	2.493745e-03	2.661227e-04	7.921435e-04
3.441558e+00	1.485950e-03	2.279469e-04	8.994368e-04
3.454545e+00	2.102198e-03	4.297542e-04	9.762516e-04
3.467532e+00	2.664658e-03	8.650737e-04	9.021911e-04
3.480519e+00	3.438139e-03	2.446729e-04	8.487048e-04
3.493506e+00	3.331384e-03	3.378015e-04	1.026447e-03
3.506494e+00	3.438735e-03	3.227758e-04	1.041305e-03
3.519481e+00	1.773613e-03	4.027495e-04	1.357985e-03
3.532468e+00	1.534934e-03	6.514275e-04	6.287223e-04
3.545455e+00	2.438882e-03	5.574237e-04	4.431746e-04
3.558442e+00	2.479181e-03	1.136361e-04	9.654300e-04
3.571429e+00	1.219997e-03	6.397763e-04	8.096289e-04
3.584416e+00	2.498425e-03	8.094770e-04	1.001084e-03
3.597403e+00	2.483816e-03	3.844316e-04	1.236102e-03
3.610390e+00	2.382708e-03	4.120595e-04	1.485682e-03
3.623377e+00	1.645680e-03	6.354469e-04	9.989689e-04
3.636364e+00	1.287220e-03	4.209026e-04	3.453247e-04
3.649351e+00	1.615217e-03	3.774218e-04	4.671997e-04
3.662338e+00	2.042830e-03	1.290340e-04	1.152157e-03
3.675325e+00	1.636463e-03	5.790299e-04	9.330875e-04
3.688312e+00	2.325753e-03	5.716943e-04	8.103654e-04
3.701299e+00	1.916483e-03	1.811200e-04	1.432336e-03
3.714286e+00	1.988284e-03	1.444124e-04	8.382101e-04
3.727273e+00	1.389680e-03	4.428409e-04	5.300870e-04
3.740260e+00	2.067629e-03	7.565240e-04	6.826678e-04
3.753247e+00	2.120521e-03	4.444781e-04	1.142582e-03
3.766234e+00	1.775858e-03	2.459539e-04	8.776941e-04
3.779221e+00	1.165846e-03	2.219660e-04	6.650183e-04
3.792208e+00	1.706949e-03	4.270515e-04	7.040906e-04
3.805195e+00	1.869804e-03	1.337064e-04	9.231662e-04
3.818182e+00	1.991554e-03	4.685604e-04	5.837636e-04
3.831169e+00	2.032966e-03	1.023178e-04	7.100794e-04
3.844156e+00	1.920144e-03	6.442674e-04	8.778628e-04
3.857143e+00	2.320926e-03	8.566283e-04	8.072682e-04
3.870130e+00	2.083121e-03	3.306334e-04	6.792461e-04
3.883117e+00	1.837169e-03	2.016155e-04	7.890978e-04
3.896104e+00	1.069202e-03	2.312893e-04	6.574503e-04
3.909091e+00	1.471329e-03	3.114214e-04	7.257087e-04
3.922078e+00	1.970636e-03	2.066256e-04	9.564392e-04
3.935065e+00	2.120032e-03	2.444253e-04	1.195698e-03
3.948052e+00	1.463631e-03	7.137052e-04	6.562029e-04
3.961039e+00	1.075343e-03	2.282879e-04	9.990796e-04
3.974026e+00	1.478480e-03	5.531702e-05	6.693118e-04
3.987013e+00	1.796000e-03	4.796578e-04	8.250841e-04
4.000000e+00	1.146124e-03	4.768653e-04	1.067593e-03
4.012987e+00	1.670516e-03	2.459805e-04	2.999822e-04
4.025974e+00	1.996531e-03	7.764054e-04	8.912778e-04
4.038961e+00	1.730143e-03	1.278481e-03	7.358016e-04
4.051948e+00	1.941572e-03	1.502531e-03	5.182081e-04
4.064935e+00	2.187568e-03	2.666862e-03	9.381593e-04
4.077922e+00	1.894833e-03	3.893936e-03	1.126859e-03
4.090909e+00	1.709937e-03	2.851710e-03	1.088014e-03
4.103896e+00	1.668742e-03	2.820795e-03	2.858487e-04
4.116883e+00	1.398575e-03	1.646122e-03	7.644373e-04
4.129870e+00	1.567731e-03	1.532425e-03	6.918122e-04
4.142857e+00	2.064846e-03	6.059027e-04	3.175863e-04
4.155844e+00	2.263931e-03	9.694891e-04	7.232725e-04
4.168831e+00	1.475044e-03	6.632017e-04	1.202525e-03
4.181818e+00	1.587835e-03	9.907206e-04	5.353938e-04
4.194805e+00	1.296579e-03	1.146283e-03	8.733697e-04
4.207792e+00	1.909933e-03	8.001036e-04	5.814576e-04
4.220779e+00	1.485374e-03	7.891777e-04	4.516456e-04
4.233766e+00	1.740873e-03	4.976956e-04	6.290294e-04
4.246753e+00	1.944267e-03	5.914083e-04	8.564418e-04
4.259740e+00	1.701481e-03	6.360436e-04	6.741910e-04
4.272727e+00	1.707647e-03	7.629335e-04	7.552794e-04
4.285714e+00	2.120728e-03	1.235875e-03	2.713416e-04
4.298701e+00	2.008446e-03	3.459895e-04	1.343426e-03
4.311688e+00	1.675009e-03	1.103244e-03	7.961250e-04
4.324675e+00	1.752302e-03	1.123647e-03	9.340511e-04
4.337662e+00	1.790164e-03	6.700609e-05	8.939484e-04
4.350649e+00	2.258622e-03	4.754913e-04	7.454552e-04
4.363636e+00	1.609470e-03	1.041943e-03	5.284082e-04
4.376623e+00	1.744975e-03	5.763170e-04	9.155146e-04
4.389610e+00	1.324736e-03	7.725632e-04	6.554126e-04
4.402597e+00	1.495007e-03	2.343090e-04	5.863287e-04
4.415584e+00	2.147152e-03	7.445563e-04	1.025621e-03
4.428571e+00	2.287212e-03	4.506317e-04	7.283668e-04
4.441558e+00	2.166371e-03	6.748139e-04	5.427601e-04
4.454545e+00	2.381118e-03	4.624340e-04	8.310302e-04
4.467532e+00	1.813244e-03	8.330773e-05	7.997231e-04
4.480519e+00	1.769061e-03	5.859542e-04	3.788769e-04
4.493506e+00	1.627753e-03	6.826294e-04	4.119441e-04
4.506494e+00	1.514167e-03	2.577709e-04	7.232128e-04
4.519481e+00	1.134326e-03	1.019607e-03	5.681412e-04
4.532468e+00	1.669838e-03	5.782342e-04	1.966885e-04
4.545455e+00	2.341984e-03	3.405161e-04	7.829148e-04
4.558442e+00	1.334990e-03	3.603758e-04	1.077868e-03
4.571429e+00	2.028289e-03	6.013872e-04	5.357630e-04
4.584416e+00	1.698004e-03	5.036244e-04	1.373064e-03
4.597403e+00	1.736600e-03	6.274341e-04	1.206050e-03
4.610390e+00	1.543129e-03	5.823793e-04	4.712775e-04
4.623377e+00	1.726286e-03	4.096794e-04	6.263904e-04
4.636364e+00	2.471127e-03	6.792550e-04	9.647680e-04
4.649351e+00	1.792307e-03	4.781073e-04	7.994874e-04
4.662338e+00	2.856188e-03	5.536705e-04	7.231310e-04
4.675325e+00	3.183439e-03	6.347296e-05	6.967393e-04
4.688312e+00	5.886098e-04	5.557333e-04	1.298056e-03
4.701299e+00	1.655061e-03	4.270174e-04	1.288968e-03
4.714286e+00	2.331192e-03	4.001214e-04	5.921857e-04
4.727273e+00	1.718663e-03	5.339580e-04	1.202789e-03
4.740260e+00	2.144154e-03	4.008331e-04	1.211156e-03
4.753247e+00	1.069433e-03	4.117526e-04	5.913788e-04
4.766234e+00	2.061383e-03	4.376684e-04	4.992857e-04
4.779221e+00	1.177645e-03	5.069575e-04	8.479463e-04
4.792208e+00	1.610967e-03	7.261233e-04	6.953515e-04
4.805195e+00	1.312263e-03	8.570960e-04	2.442898e-04
4.818182e+00	1.385229e-03	8.128840e-04	3.895629e-04
4.831169e+00	1.675899e-03	5.512315e-04	2.109299e-04
4.844156e+00	1.918704e-03	9.523602e-04	4.343636e-04
4.857143e+00	1.197297e-03	1.593829e-03	7.522262e-04
4.870130e+00	1.503970e-03	2.052057e-03	3.243830e-04
4.883117e+00	1.427796e-03	1.615509e-03	4.679380e-04
4.896104e+00	8.846520e-04	1.918754e-03	3.851524e-04
4.909091e+00	1.484489e-03	1.640138e-03	3.661232e-04
4.922078e+00	1.552281e-03	7.822560e-04	4.770660e-04
4.935065e+00	1.382133e-03	9.139154e-04	8.613130e-04
4.948052e+00	1.410006e-03	2.595074e-04	4.238701e-04
4.961039e+00	1.313608e-03	5.049674e-05	4.364476e-04
4.974026e+00	1.349880e-03	3.739908e-04	1.370618e-04
4.987013e+00	1.757071e-03	5.916515e-04	2.172803e-04
5.000000e+00	1.358669e-03	3.284595e-04	9.699686e-04
5.012987e+00	1.436657e-03	6.822157e-04	3.393399e-04
5.025974e+00	1.257281e-03	5.166862e-04	6.124557e-04
5.038961e+00	1.820211e-03	2.207619e-04	4.430254e-04
5.051948e+00	1.313463e-03	5.737194e-04	4.243460e-04
5.064935e+00	1.296394e-03	3.103543e-04	6.041412e-04
5.077922e+00	1.146313e-03	4.872419e-04	6.130762e-04
5.090909e+00	1.414736e-03	6.111543e-04	3.111891e-04
5.103896e+00	1.442770e-03	3.631299e-04	3.150612e-04
5.116883e+00	2.067289e-03	8.356400e-05	6.781974e-04
5.129870e+00	2.078713e-03	5.341239e-04	7.516030e-04
5.142857e+00	1.301405e-03	7.079161e-04	5.709952e-04
5.155844e+00	8.970193e-04	5.911258e-04	4.526878e-04
5.168831e+00	1.316111e-03	8.656495e-04	7.511274e-04
5.181818e+00	1.633588e-03	3.262824e-04	8.236752e-04
5.194805e+00	9.863542e-04	2.853932e-04	5.591663e-04
5.207792e+00	1.344319e-03	2.438671e-04	5.708040e-04
5.220779e+00	1.306562e-03	6.492196e-04	5.848283e-04
5.233766e+00	7.246886e-04	4.401892e-04	3.720047e-04
5.246753e+00	2.162212e-03	3.234748e-04	3.238708e-04
5.259740e+00	1.706445e-03	3.024391e-04	7.206061e-04
5.272727e+00	1.615403e-03	9.404492e-05	1.074410e-03
5.285714e+00	1.234262e-03	3.902738e-04	1.001308e-03
5.298701e+00	1.354049e-03	2.727102e-04	8.462672e-04
5.311688e+00	1.552775e-03	4.854110e-04	6.411730e-04
5.324675e+00	1.737937e-03	3.102319e-04	5.155531e-04
5.337662e+00	1.746782e-03	3.136499e-04	7.225318e-04
5.350649e+00	1.577847e-03	5.273206e-04	5.161106e-04
5.363636e+00	9.989869e-04	2.112715e-04	5.313472e-04
5.376623e+00	1.846697e-03	3.046309e-04	7.458582e-04
5.389610e+00	1.198209e-03	5.092066e-04	5.026853e-04
5.402597e+00	1.067382e-03	1.672261e-04	4.222553e-04
5.415584e+00	1.724958e-03	2.421266e-04	5.217355e-04
5.428571e+00	1.755389e-03	6.335227e-04	4.996882e-04
5.441558e+00	1.579730e-03	8.346030e-04	4.677068e-04
5.454545e+00	1.317384e-03	4.226831e-04	7.409968e-04
5.467532e+00	1.071706e-03	3.216459e-04	7.262646e-04
5.480519e+00	1.552381e-03	6.184627e-04	3.003564e-04
5.493506e+00	1.500299e-03	2.255362e-04	2.423104e-04
5.506494e+00	1.803695e-03	1.073909e-04	5.404118e-04
5.519481e+00	1.379351e-03	3.253627e-04	5.100975e-04
5.532468e+00	1.365714e-03	7.733939e-04	2.427323e-04
5.545455e+00	1.326841e-03	4.236329e-04	3.808233e-04
5.558442e+00	1.459358e-03	6.142469e-04	7.714569e-04
5.571429e+00	1.544824e-03	3.918711e-04	3.815000e-04
5.584416e+00	1.772412e-03	5.243860e-04	5.239096e-04
5.597403e+00	1.174298e-03	3.832928e-04	9.473980e-04
5.610390e+00	1.051336e-03	2.374700e-04	4.060509e-04
5.623377e+00	1.515601e-03	5.003580e-04	6.453739e-04
5.636364e+00	1.279827e-03	1.861090e-04	3.327433e-04
5.649351e+00	1.427876e-03	5.559632e-04	2.370897e-04
