# Electric Field Data for t=0.250s
# y	z	Ex(V/m)	Ey(V/m)	Ez(V/m)	E_magnitude(V/m)
-0.08632653061224489	-0.04224489795918367	-0.2712027943813229	-0.0	0.0	0.2712027943813229
-0.08632653061224489	-0.03857142857142857	-0.2712027943813229	-0.0	0.0	0.2712027943813229
-0.08632653061224489	-0.03489795918367347	-0.2712027943813229	-0.0	0.0	0.2712027943813229
-0.08632653061224489	-0.031224489795918367	-0.2712027943813229	-0.0	0.0	0.2712027943813229
-0.08632653061224489	-0.027551020408163263	-0.2712027943813229	-0.0	0.0	0.2712027943813229
-0.08632653061224489	-0.023877551020408158	-0.2712027943813229	-0.0	0.0	0.2712027943813229
-0.08632653061224489	-0.020204081632653068	-0.2712027943813229	-0.0	0.0	0.2712027943813229
-0.08632653061224489	-0.016530612244897963	-0.2712027943813229	-0.0	0.0	0.2712027943813229
-0.08632653061224489	-0.012857142857142859	-0.27120279438132294	-0.0	0.0	0.27120279438132294
-0.08632653061224489	-0.009183673469387754	-0.27120279438132294	-0.0	0.0	0.27120279438132294
-0.08632653061224489	-0.00551020408163265	-0.27120279438132294	-0.0	0.0	0.27120279438132294
-0.08632653061224489	-0.0018367346938775453	-0.27120279438132294	-0.0	0.0	0.27120279438132294
-0.08632653061224489	0.0018367346938775453	-0.27120279438132294	-0.0	0.0	0.27120279438132294
-0.08632653061224489	0.00551020408163265	-0.27120279438132294	-0.0	0.0	0.27120279438132294
-0.08632653061224489	0.009183673469387754	-0.27120279438132294	-0.0	0.0	0.27120279438132294
-0.08632653061224489	0.012857142857142859	-0.27120279438132294	-0.0	0.0	0.27120279438132294
-0.08632653061224489	0.016530612244897963	-0.271202794381323	-0.0	0.0	0.271202794381323
-0.08632653061224489	0.020204081632653054	-0.271202794381323	-0.0	0.0	0.271202794381323
-0.08632653061224489	0.023877551020408158	-0.271202794381323	-0.0	0.0	0.271202794381323
-0.08632653061224489	0.027551020408163263	-0.271202794381323	-0.0	0.0	0.271202794381323
-0.08632653061224489	0.031224489795918367	-0.271202794381323	-0.0	0.0	0.271202794381323
-0.08632653061224489	0.03489795918367347	-0.271202794381323	-0.0	0.0	0.271202794381323
-0.08632653061224489	0.03857142857142856	-0.271202794381323	-0.0	0.0	0.271202794381323
-0.08632653061224489	0.04224489795918368	-0.271202794381323	-0.0	0.0	0.271202794381323
-0.08632653061224489	0.04591836734693877	-0.271202794381323	-0.0	0.0	0.271202794381323
-0.08632653061224489	0.04959183673469386	-0.27120279438132305	-0.0	0.0	0.27120279438132305
-0.08632653061224489	0.05326530612244898	-0.27120279438132305	-0.0	0.0	0.27120279438132305
-0.08632653061224489	0.05693877551020407	-0.27120279438132305	-0.0	0.0	0.27120279438132305
-0.08632653061224489	0.06061224489795919	-0.27120279438132305	-0.0	0.0	0.27120279438132305
-0.08632653061224489	0.06428571428571428	-0.27120279438132305	-0.0	0.0	0.27120279438132305
-0.08632653061224489	0.06795918367346937	-0.27120279438132305	-0.0	0.0	0.27120279438132305
-0.08632653061224489	0.07163265306122449	-0.27120279438132305	-0.0	0.0	0.27120279438132305
-0.08632653061224489	0.07530612244897958	-0.27120279438132305	-0.0	0.0	0.27120279438132305
-0.08632653061224489	0.0789795918367347	-0.27120279438132305	-0.0	0.0	0.27120279438132305
-0.08632653061224489	0.08265306122448979	-0.2712027943813231	-0.0	0.0	0.2712027943813231
-0.08632653061224489	0.0863265306122449	-0.2712027943813231	-0.0	0.0	0.2712027943813231
-0.08632653061224489	0.09	-0.2712027943813231	-0.0	0.0	0.2712027943813231

-0.08265306122448979	-0.09	-0.2596622499395643	-0.0	0.0	0.2596622499395643
-0.08265306122448979	-0.08632653061224489	-0.2596622499395643	-0.0	0.0	0.2596622499395643
-0.08265306122448979	-0.08265306122448979	-0.2596622499395643	-0.0	0.0	0.2596622499395643
-0.08265306122448979	-0.0789795918367347	-0.2596622499395644	-0.0	0.0	0.2596622499395644
-0.08265306122448979	-0.07530612244897959	-0.2596622499395644	-0.0	0.0	0.2596622499395644
-0.08265306122448979	-0.07163265306122449	-0.2596622499395644	-0.0	0.0	0.2596622499395644
-0.08265306122448979	-0.06795918367346938	-0.2596622499395644	-0.0	0.0	0.2596622499395644
-0.08265306122448979	-0.06428571428571428	-0.2596622499395644	-0.0	0.0	0.2596622499395644
-0.08265306122448979	-0.06061224489795918	-0.2596622499395644	-0.0	0.0	0.2596622499395644
-0.08265306122448979	-0.05693877551020408	-0.2596622499395644	-0.0	0.0	0.2596622499395644
-0.08265306122448979	-0.05326530612244898	-0.2596622499395644	-0.0	0.0	0.2596622499395644
-0.08265306122448979	-0.049591836734693875	-0.2596622499395644	-0.0	0.0	0.2596622499395644
-0.08265306122448979	-0.04591836734693877	-0.25966224993956444	-0.0	0.0	0.25966224993956444
-0.08265306122448979	-0.04224489795918367	-0.25966224993956444	-0.0	0.0	0.25966224993956444
-0.08265306122448979	-0.03857142857142857	-0.25966224993956444	-0.0	0.0	0.25966224993956444
-0.08265306122448979	-0.03489795918367347	-0.25966224993956444	-0.0	0.0	0.25966224993956444
-0.08265306122448979	-0.031224489795918367	-0.25966224993956444	-0.0	0.0	0.25966224993956444
-0.08265306122448979	-0.027551020408163263	-0.25966224993956444	-0.0	0.0	0.25966224993956444
-0.08265306122448979	-0.023877551020408158	-0.25966224993956444	-0.0	0.0	0.25966224993956444
-0.08265306122448979	-0.020204081632653068	-0.25966224993956444	-0.0	0.0	0.25966224993956444
-0.08265306122448979	-0.016530612244897963	-0.25966224993956444	-0.0	0.0	0.25966224993956444
-0.08265306122448979	-0.012857142857142859	-0.2596622499395645	-0.0	0.0	0.2596622499395645
-0.08265306122448979	-0.009183673469387754	-0.2596622499395645	-0.0	0.0	0.2596622499395645
-0.08265306122448979	-0.00551020408163265	-0.2596622499395645	-0.0	0.0	0.2596622499395645
-0.08265306122448979	-0.0018367346938775453	-0.2596622499395645	-0.0	0.0	0.2596622499395645
-0.08265306122448979	0.0018367346938775453	-0.2596622499395645	-0.0	0.0	0.2596622499395645
-0.08265306122448979	0.00551020408163265	-0.2596622499395645	-0.0	0.0	0.2596622499395645
-0.08265306122448979	0.009183673469387754	-0.2596622499395645	-0.0	0.0	0.2596622499395645
-0.08265306122448979	0.012857142857142859	-0.2596622499395645	-0.0	0.0	0.2596622499395645
-0.08265306122448979	0.016530612244897963	-0.25966224993956455	-0.0	0.0	0.25966224993956455
-0.08265306122448979	0.020204081632653054	-0.25966224993956455	-0.0	0.0	0.25966224993956455
-0.08265306122448979	0.023877551020408158	-0.25966224993956455	-0.0	0.0	0.25966224993956455
-0.08265306122448979	0.027551020408163263	-0.25966224993956455	-0.0	0.0	0.25966224993956455
-0.08265306122448979	0.031224489795918367	-0.25966224993956455	-0.0	0.0	0.25966224993956455
-0.08265306122448979	0.03489795918367347	-0.25966224993956455	-0.0	0.0	0.25966224993956455
-0.08265306122448979	0.03857142857142856	-0.25966224993956455	-0.0	0.0	0.25966224993956455
-0.08265306122448979	0.04224489795918368	-0.25966224993956455	-0.0	0.0	0.25966224993956455
-0.08265306122448979	0.04591836734693877	-0.25966224993956455	-0.0	0.0	0.25966224993956455
-0.08265306122448979	0.04959183673469386	-0.2596622499395646	-0.0	0.0	0.2596622499395646
-0.08265306122448979	0.05326530612244898	-0.2596622499395646	-0.0	0.0	0.2596622499395646
-0.08265306122448979	0.05693877551020407	-0.2596622499395646	-0.0	0.0	0.2596622499395646
-0.08265306122448979	0.06061224489795919	-0.2596622499395646	-0.0	0.0	0.2596622499395646
-0.08265306122448979	0.06428571428571428	-0.2596622499395646	-0.0	0.0	0.2596622499395646
-0.08265306122448979	0.06795918367346937	-0.2596622499395646	-0.0	0.0	0.2596622499395646
-0.08265306122448979	0.07163265306122449	-0.2596622499395646	-0.0	0.0	0.2596622499395646
-0.08265306122448979	0.07530612244897958	-0.2596622499395646	-0.0	0.0	0.2596622499395646
-0.08265306122448979	0.0789795918367347	-0.2596622499395646	-0.0	0.0	0.2596622499395646
-0.08265306122448979	0.08265306122448979	-0.25966224993956466	-0.0	0.0	0.25966224993956466
-0.08265306122448979	0.0863265306122449	-0.25966224993956466	-0.0	0.0	0.25966224993956466
-0.08265306122448979	0.09	-0.25966224993956466	-0.0	0.0	0.25966224993956466

-0.0789795918367347	-0.09	-0.24812170549780596	-0.0	0.0	0.24812170549780596
-0.0789795918367347	-0.08632653061224489	-0.248121705497806	-0.0	0.0	0.248121705497806
-0.0789795918367347	-0.08265306122448979	-0.248121705497806	-0.0	0.0	0.248121705497806
-0.0789795918367347	-0.0789795918367347	-0.248121705497806	-0.0	0.0	0.248121705497806
-0.0789795918367347	-0.07530612244897959	-0.248121705497806	-0.0	0.0	0.248121705497806
-0.0789795918367347	-0.07163265306122449	-0.24812170549780602	-0.0	0.0	0.24812170549780602
-0.0789795918367347	-0.06795918367346938	-0.24812170549780602	-0.0	0.0	0.24812170549780602
-0.0789795918367347	-0.06428571428571428	-0.24812170549780602	-0.0	0.0	0.24812170549780602
-0.0789795918367347	-0.06061224489795918	-0.24812170549780602	-0.0	0.0	0.24812170549780602
-0.0789795918367347	-0.05693877551020408	-0.24812170549780602	-0.0	0.0	0.24812170549780602
-0.0789795918367347	-0.05326530612244898	-0.24812170549780604	-0.0	0.0	0.24812170549780604
-0.0789795918367347	-0.049591836734693875	-0.24812170549780604	-0.0	0.0	0.24812170549780604
-0.0789795918367347	-0.04591836734693877	-0.24812170549780604	-0.0	0.0	0.24812170549780604
-0.0789795918367347	-0.04224489795918367	-0.24812170549780604	-0.0	0.0	0.24812170549780604
-0.0789795918367347	-0.03857142857142857	-0.24812170549780607	-0.0	0.0	0.24812170549780607
-0.0789795918367347	-0.03489795918367347	-0.24812170549780607	-0.0	0.0	0.24812170549780607
-0.0789795918367347	-0.031224489795918367	-0.24812170549780607	-0.0	0.0	0.24812170549780607
-0.0789795918367347	-0.027551020408163263	-0.24812170549780607	-0.0	0.0	0.24812170549780607
-0.0789795918367347	-0.023877551020408158	-0.2481217054978061	-0.0	0.0	0.2481217054978061
-0.0789795918367347	-0.020204081632653068	-0.2481217054978061	-0.0	0.0	0.2481217054978061
-0.0789795918367347	-0.016530612244897963	-0.2481217054978061	-0.0	0.0	0.2481217054978061
-0.0789795918367347	-0.012857142857142859	-0.2481217054978061	-0.0	0.0	0.2481217054978061
-0.0789795918367347	-0.009183673469387754	-0.2481217054978061	-0.0	0.0	0.2481217054978061
-0.0789795918367347	-0.00551020408163265	-0.24812170549780613	-0.0	0.0	0.24812170549780613
-0.0789795918367347	-0.0018367346938775453	-0.24812170549780613	-0.0	0.0	0.24812170549780613
-0.0789795918367347	0.0018367346938775453	-0.24812170549780613	-0.0	0.0	0.24812170549780613
-0.0789795918367347	0.00551020408163265	-0.24812170549780613	-0.0	0.0	0.24812170549780613
-0.0789795918367347	0.009183673469387754	-0.24812170549780616	-0.0	0.0	0.24812170549780616
-0.0789795918367347	0.012857142857142859	-0.24812170549780616	-0.0	0.0	0.24812170549780616
-0.0789795918367347	0.016530612244897963	-0.24812170549780616	-0.0	0.0	0.24812170549780616
-0.0789795918367347	0.020204081632653054	-0.24812170549780616	-0.0	0.0	0.24812170549780616
-0.0789795918367347	0.023877551020408158	-0.24812170549780616	-0.0	0.0	0.24812170549780616
-0.0789795918367347	0.027551020408163263	-0.24812170549780618	-0.0	0.0	0.24812170549780618
-0.0789795918367347	0.031224489795918367	-0.24812170549780618	-0.0	0.0	0.24812170549780618
-0.0789795918367347	0.03489795918367347	-0.24812170549780618	-0.0	0.0	0.24812170549780618
-0.0789795918367347	0.03857142857142856	-0.24812170549780618	-0.0	0.0	0.24812170549780618
-0.0789795918367347	0.04224489795918368	-0.2481217054978062	-0.0	0.0	0.2481217054978062
-0.0789795918367347	0.04591836734693877	-0.2481217054978062	-0.0	0.0	0.2481217054978062
-0.0789795918367347	0.04959183673469386	-0.2481217054978062	-0.0	0.0	0.2481217054978062
-0.0789795918367347	0.05326530612244898	-0.2481217054978062	-0.0	0.0	0.2481217054978062
-0.0789795918367347	0.05693877551020407	-0.24812170549780624	-0.0	0.0	0.24812170549780624
-0.0789795918367347	0.06061224489795919	-0.24812170549780624	-0.0	0.0	0.24812170549780624
-0.0789795918367347	0.06428571428571428	-0.24812170549780624	-0.0	0.0	0.24812170549780624
-0.0789795918367347	0.06795918367346937	-0.24812170549780624	-0.0	0.0	0.24812170549780624
-0.0789795918367347	0.07163265306122449	-0.24812170549780624	-0.0	0.0	0.24812170549780624
-0.0789795918367347	0.07530612244897958	-0.24812170549780627	-0.0	0.0	0.24812170549780627
-0.0789795918367347	0.0789795918367347	-0.24812170549780627	-0.0	0.0	0.24812170549780627
-0.0789795918367347	0.08265306122448979	-0.24812170549780627	-0.0	0.0	0.24812170549780627
-0.0789795918367347	0.0863265306122449	-0.24812170549780627	-0.0	0.0	0.24812170549780627
-0.0789795918367347	0.09	-0.2481217054978063	-0.0	0.0	0.2481217054978063

-0.07530612244897959	-0.09	-0.2365811610560475	-0.0	0.0	0.2365811610560475
-0.07530612244897959	-0.08632653061224489	-0.23658116105604754	-0.0	0.0	0.23658116105604754
-0.07530612244897959	-0.08265306122448979	-0.23658116105604754	-0.0	0.0	0.23658116105604754
-0.07530612244897959	-0.0789795918367347	-0.23658116105604754	-0.0	0.0	0.23658116105604754
-0.07530612244897959	-0.07530612244897959	-0.23658116105604754	-0.0	0.0	0.23658116105604754
-0.07530612244897959	-0.07163265306122449	-0.23658116105604757	-0.0	0.0	0.23658116105604757
-0.07530612244897959	-0.06795918367346938	-0.23658116105604757	-0.0	0.0	0.23658116105604757
-0.07530612244897959	-0.06428571428571428	-0.23658116105604757	-0.0	0.0	0.23658116105604757
-0.07530612244897959	-0.06061224489795918	-0.23658116105604757	-0.0	0.0	0.23658116105604757
-0.07530612244897959	-0.05693877551020408	-0.23658116105604757	-0.0	0.0	0.23658116105604757
-0.07530612244897959	-0.05326530612244898	-0.2365811610560476	-0.0	0.0	0.2365811610560476
-0.07530612244897959	-0.049591836734693875	-0.2365811610560476	-0.0	0.0	0.2365811610560476
-0.07530612244897959	-0.04591836734693877	-0.2365811610560476	-0.0	0.0	0.2365811610560476
-0.07530612244897959	-0.04224489795918367	-0.2365811610560476	-0.0	0.0	0.2365811610560476
-0.07530612244897959	-0.03857142857142857	-0.23658116105604762	-0.0	0.0	0.23658116105604762
-0.07530612244897959	-0.03489795918367347	-0.23658116105604762	-0.0	0.0	0.23658116105604762
-0.07530612244897959	-0.031224489795918367	-0.23658116105604762	-0.0	0.0	0.23658116105604762
-0.07530612244897959	-0.027551020408163263	-0.23658116105604762	-0.0	0.0	0.23658116105604762
-0.07530612244897959	-0.023877551020408158	-0.23658116105604765	-0.0	0.0	0.23658116105604765
-0.07530612244897959	-0.020204081632653068	-0.23658116105604765	-0.0	0.0	0.23658116105604765
-0.07530612244897959	-0.016530612244897963	-0.23658116105604765	-0.0	0.0	0.23658116105604765
-0.07530612244897959	-0.012857142857142859	-0.23658116105604765	-0.0	0.0	0.23658116105604765
-0.07530612244897959	-0.009183673469387754	-0.23658116105604765	-0.0	0.0	0.23658116105604765
-0.07530612244897959	-0.00551020408163265	-0.23658116105604768	-0.0	0.0	0.23658116105604768
-0.07530612244897959	-0.0018367346938775453	-0.23658116105604768	-0.0	0.0	0.23658116105604768
-0.07530612244897959	0.0018367346938775453	-0.23658116105604768	-0.0	0.0	0.23658116105604768
-0.07530612244897959	0.00551020408163265	-0.23658116105604768	-0.0	0.0	0.23658116105604768
-0.07530612244897959	0.009183673469387754	-0.2365811610560477	-0.0	0.0	0.2365811610560477
-0.07530612244897959	0.012857142857142859	-0.2365811610560477	-0.0	0.0	0.2365811610560477
-0.07530612244897959	0.016530612244897963	-0.2365811610560477	-0.0	0.0	0.2365811610560477
-0.07530612244897959	0.020204081632653054	-0.2365811610560477	-0.0	0.0	0.2365811610560477
-0.07530612244897959	0.023877551020408158	-0.2365811610560477	-0.0	0.0	0.2365811610560477
-0.07530612244897959	0.027551020408163263	-0.23658116105604773	-0.0	0.0	0.23658116105604773
-0.07530612244897959	0.031224489795918367	-0.23658116105604773	-0.0	0.0	0.23658116105604773
-0.07530612244897959	0.03489795918367347	-0.23658116105604773	-0.0	0.0	0.23658116105604773
-0.07530612244897959	0.03857142857142856	-0.23658116105604773	-0.0	0.0	0.23658116105604773
-0.07530612244897959	0.04224489795918368	-0.23658116105604776	-0.0	0.0	0.23658116105604776
-0.07530612244897959	0.04591836734693877	-0.23658116105604776	-0.0	0.0	0.23658116105604776
-0.07530612244897959	0.04959183673469386	-0.23658116105604776	-0.0	0.0	0.23658116105604776
-0.07530612244897959	0.05326530612244898	-0.23658116105604776	-0.0	0.0	0.23658116105604776
-0.07530612244897959	0.05693877551020407	-0.2365811610560478	-0.0	0.0	0.2365811610560478
-0.07530612244897959	0.06061224489795919	-0.2365811610560478	-0.0	0.0	0.2365811610560478
-0.07530612244897959	0.06428571428571428	-0.2365811610560478	-0.0	0.0	0.2365811610560478
-0.07530612244897959	0.06795918367346937	-0.2365811610560478	-0.0	0.0	0.2365811610560478
-0.07530612244897959	0.07163265306122449	-0.2365811610560478	-0.0	0.0	0.2365811610560478
-0.07530612244897959	0.07530612244897958	-0.23658116105604782	-0.0	0.0	0.23658116105604782
-0.07530612244897959	0.0789795918367347	-0.23658116105604782	-0.0	0.0	0.23658116105604782
-0.07530612244897959	0.08265306122448979	-0.23658116105604782	-0.0	0.0	0.23658116105604782
-0.07530612244897959	0.0863265306122449	-0.23658116105604782	-0.0	0.0	0.23658116105604782
-0.07530612244897959	0.09	-0.23658116105604785	-0.0	0.0	0.23658116105604785

-0.07163265306122449	-0.09	-0.2250406166142891	-0.0	0.0	0.2250406166142891
-0.07163265306122449	-0.08632653061224489	-0.22504061661428912	-0.0	0.0	0.22504061661428912
-0.07163265306122449	-0.08265306122448979	-0.22504061661428912	-0.0	0.0	0.22504061661428912
-0.07163265306122449	-0.0789795918367347	-0.22504061661428912	-0.0	0.0	0.22504061661428912
-0.07163265306122449	-0.07530612244897959	-0.22504061661428912	-0.0	0.0	0.22504061661428912
-0.07163265306122449	-0.07163265306122449	-0.22504061661428915	-0.0	0.0	0.22504061661428915
-0.07163265306122449	-0.06795918367346938	-0.22504061661428915	-0.0	0.0	0.22504061661428915
-0.07163265306122449	-0.06428571428571428	-0.22504061661428915	-0.0	0.0	0.22504061661428915
-0.07163265306122449	-0.06061224489795918	-0.22504061661428915	-0.0	0.0	0.22504061661428915
-0.07163265306122449	-0.05693877551020408	-0.22504061661428915	-0.0	0.0	0.22504061661428915
-0.07163265306122449	-0.05326530612244898	-0.22504061661428917	-0.0	0.0	0.22504061661428917
-0.07163265306122449	-0.049591836734693875	-0.22504061661428917	-0.0	0.0	0.22504061661428917
-0.07163265306122449	-0.04591836734693877	-0.22504061661428917	-0.0	0.0	0.22504061661428917
-0.07163265306122449	-0.04224489795918367	-0.22504061661428917	-0.0	0.0	0.22504061661428917
-0.07163265306122449	-0.03857142857142857	-0.2250406166142892	-0.0	0.0	0.2250406166142892
-0.07163265306122449	-0.03489795918367347	-0.2250406166142892	-0.0	0.0	0.2250406166142892
-0.07163265306122449	-0.031224489795918367	-0.2250406166142892	-0.0	0.0	0.2250406166142892
-0.07163265306122449	-0.027551020408163263	-0.2250406166142892	-0.0	0.0	0.2250406166142892
-0.07163265306122449	-0.023877551020408158	-0.22504061661428923	-0.0	0.0	0.22504061661428923
-0.07163265306122449	-0.020204081632653068	-0.22504061661428923	-0.0	0.0	0.22504061661428923
-0.07163265306122449	-0.016530612244897963	-0.22504061661428923	-0.0	0.0	0.22504061661428923
-0.07163265306122449	-0.012857142857142859	-0.22504061661428923	-0.0	0.0	0.22504061661428923
-0.07163265306122449	-0.009183673469387754	-0.22504061661428923	-0.0	0.0	0.22504061661428923
-0.07163265306122449	-0.00551020408163265	-0.22504061661428926	-0.0	0.0	0.22504061661428926
-0.07163265306122449	-0.0018367346938775453	-0.22504061661428926	-0.0	0.0	0.22504061661428926
-0.07163265306122449	0.0018367346938775453	-0.22504061661428926	-0.0	0.0	0.22504061661428926
-0.07163265306122449	0.00551020408163265	-0.22504061661428926	-0.0	0.0	0.22504061661428926
-0.07163265306122449	0.009183673469387754	-0.22504061661428928	-0.0	0.0	0.22504061661428928
-0.07163265306122449	0.012857142857142859	-0.22504061661428928	-0.0	0.0	0.22504061661428928
-0.07163265306122449	0.016530612244897963	-0.22504061661428928	-0.0	0.0	0.22504061661428928
-0.07163265306122449	0.020204081632653054	-0.22504061661428928	-0.0	0.0	0.22504061661428928
-0.07163265306122449	0.023877551020408158	-0.22504061661428928	-0.0	0.0	0.22504061661428928
-0.07163265306122449	0.027551020408163263	-0.2250406166142893	-0.0	0.0	0.2250406166142893
-0.07163265306122449	0.031224489795918367	-0.2250406166142893	-0.0	0.0	0.2250406166142893
-0.07163265306122449	0.03489795918367347	-0.2250406166142893	-0.0	0.0	0.2250406166142893
-0.07163265306122449	0.03857142857142856	-0.2250406166142893	-0.0	0.0	0.2250406166142893
-0.07163265306122449	0.04224489795918368	-0.22504061661428934	-0.0	0.0	0.22504061661428934
-0.07163265306122449	0.04591836734693877	-0.22504061661428934	-0.0	0.0	0.22504061661428934
-0.07163265306122449	0.04959183673469386	-0.22504061661428934	-0.0	0.0	0.22504061661428934
-0.07163265306122449	0.05326530612244898	-0.22504061661428934	-0.0	0.0	0.22504061661428934
-0.07163265306122449	0.05693877551020407	-0.22504061661428937	-0.0	0.0	0.22504061661428937
-0.07163265306122449	0.06061224489795919	-0.22504061661428937	-0.0	0.0	0.22504061661428937
-0.07163265306122449	0.06428571428571428	-0.22504061661428937	-0.0	0.0	0.22504061661428937
-0.07163265306122449	0.06795918367346937	-0.22504061661428937	-0.0	0.0	0.22504061661428937
-0.07163265306122449	0.07163265306122449	-0.22504061661428937	-0.0	0.0	0.22504061661428937
-0.07163265306122449	0.07530612244897958	-0.2250406166142894	-0.0	0.0	0.2250406166142894
-0.07163265306122449	0.0789795918367347	-0.2250406166142894	-0.0	0.0	0.2250406166142894
-0.07163265306122449	0.08265306122448979	-0.2250406166142894	-0.0	0.0	0.2250406166142894
